Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,d_surge,r_squared_surge,a_sway,b_sway,c_sway,d_sway,r_squared_sway,a_heave,b_heave,c_heave,d_heave,r_squared_heave,a_roll,b_roll,c_roll,d_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,d_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,d_yaw,r_squared_yaw
0.6,0.4,-0.125,-8.55E-05,0.007014536,-0.169046009,1.274854163,0.95570521,-8.86E-09,5.79E-07,-1.30E-05,9.70E-05,0.226575587,0.000354159,-0.008238575,-0.035383415,1.125020599,0.883883558,0.000710584,-0.023478585,0.168203049,0.275735948,0.328717318,0.351932548,-12.82114475,118.361618,-87.07107146,0.325292266,3.52E-06,-3.98E-05,-0.002204367,0.03187143,0.941273961
0.7,0.35,-0.040816327,-7.96E-05,0.006862491,-0.168443057,1.27152479,0.962977173,7.35E-08,-2.61E-06,2.31E-05,-1.33E-05,0.36460715,0.000384848,-0.009141073,-0.030152965,1.132968533,0.84591832,0.000503389,-0.015670635,0.090224569,0.389208821,0.411882408,0.269420258,-9.67149838,86.93141604,-50.2008546,0.441554129,2.21E-06,7.31E-06,-0.00256471,0.030770242,0.903288531
0.7,0.35,-0.06122449,-6.95E-05,0.006569883,-0.16667745,1.268355406,0.966308198,3.12E-08,-9.54E-07,4.18E-06,4.48E-05,0.288195323,0.000407418,-0.009750888,-0.027728205,1.146096991,0.790721474,0.000771918,-0.024715571,0.162191878,0.397124024,0.244798951,0.256901821,-9.103006491,79.93540827,-36.2131964,0.38927015,-4.98E-07,9.25E-05,-0.003087244,0.02902807,0.915430264
0.7,0.35,-0.081632653,-4.88E-05,0.00557967,-0.154420216,1.271265913,0.94966317,8.30E-09,-6.47E-08,-6.84E-06,9.32E-05,0.321250618,0.000270606,-0.00570503,-0.051857816,1.1204428,0.944255073,0.000219721,-0.0074569,0.054015727,0.125857299,0.630637334,0.250405207,-9.393690207,90.10454491,-70.41848431,0.604852031,-1.14E-06,0.000167757,-0.004880348,0.041269052,0.963920772
0.7,0.35,-0.102040816,-3.88E-05,0.005212885,-0.150890225,1.259027603,0.971994871,9.76E-08,-3.50E-06,3.16E-05,-2.19E-05,0.316524405,0.000313858,-0.006957002,-0.044665542,1.12501469,0.915868359,0.000401705,-0.013731558,0.106356448,0.11372287,0.368087677,0.281588117,-10.32306853,95.97506568,-69.11249446,0.484587809,-1.49E-06,0.000149675,-0.004080589,0.034533491,0.924740127
0.7,0.35,-0.12244898,0.000173365,-0.003562549,-0.053602073,1.164010758,0.976211981,1.06E-08,1.13E-06,-5.67E-05,0.000585214,0.934341251,0.000568592,-0.020027728,0.126687598,0.878220046,0.943390292,0.000112939,-0.001177149,-0.067474153,0.899652889,0.987384342,0.632194311,-26.09990871,283.6500357,-329.4757792,0.369888746,7.10E-06,-0.000153458,-0.006898705,0.159653402,0.890607104
0.7,0.4,-0.042857143,0.000173365,-0.003562549,-0.053602073,1.164010758,0.976211981,1.06E-08,1.13E-06,-5.67E-05,0.000585214,0.934341251,0.000568592,-0.020027728,0.126687598,0.878220046,0.943390292,0.000112939,-0.001177149,-0.067474153,0.899652889,0.987384342,0.632194311,-26.09990871,283.6500357,-329.4757792,0.369888746,7.10E-06,-0.000153458,-0.006898705,0.159653402,0.890607104
0.7,0.4,-0.064285714,0.000173365,-0.003562549,-0.053602073,1.164010758,0.976211981,1.06E-08,1.13E-06,-5.67E-05,0.000585214,0.934341251,0.000568592,-0.020027728,0.126687598,0.878220046,0.943390292,0.000112939,-0.001177149,-0.067474153,0.899652889,0.987384342,0.632194311,-26.09990871,283.6500357,-329.4757792,0.369888746,7.10E-06,-0.000153458,-0.006898705,0.159653402,0.890607104
0.7,0.4,-0.085714286,0.000155122,-0.002744087,-0.064431894,1.170483459,0.974212386,3.11E-08,-3.66E-07,-2.01E-05,0.000291922,0.856331812,0.000909696,-0.03137547,0.218080244,0.798983374,0.776593663,5.37E-07,0.002381112,-0.083189237,0.697509361,0.980055741,0.223933001,-8.059288677,71.80209316,-14.96985761,0.36226614,1.65E-05,-0.00029329,-0.008314379,0.157411453,0.984748857
0.7,0.4,-0.107142857,0.000173365,-0.003562549,-0.053602073,1.164010758,0.976211981,1.06E-08,1.13E-06,-5.67E-05,0.000585214,0.934341251,0.000568592,-0.020027728,0.126687598,0.878220046,0.943390292,0.000112939,-0.001177149,-0.067474153,0.899652889,0.987384342,0.632194311,-26.09990871,283.6500357,-329.4757792,0.369888746,7.10E-06,-0.000153458,-0.006898705,0.159653402,0.890607104
0.7,0.4,-0.128571429,0.000173365,-0.003562549,-0.053602073,1.164010758,0.976211981,1.06E-08,1.13E-06,-5.67E-05,0.000585214,0.934341251,0.000568592,-0.020027728,0.126687598,0.878220046,0.943390292,0.000112939,-0.001177149,-0.067474153,0.899652889,0.987384342,0.632194311,-26.09990871,283.6500357,-329.4757792,0.369888746,7.10E-06,-0.000153458,-0.006898705,0.159653402,0.890607104
0.7,0.45,-0.050793651,0.000154437,-0.002479253,-0.070474675,1.180173962,0.974551602,7.42E-08,-2.20E-06,6.58E-06,0.000144512,0.72434287,0.001139828,-0.039138478,0.282649277,0.749649563,0.595309081,-1.86E-05,0.002729697,-0.076858147,0.588362661,0.977288769,0.161185138,-5.526350723,44.41811584,23.98783463,0.208403206,1.59E-05,-0.000261802,-0.00812445,0.14345685,0.984270274
0.7,0.45,-0.06984127,0.000122002,-0.001223401,-0.083309426,1.186880048,0.979569226,7.85E-08,-2.57E-06,1.35E-05,0.000116608,0.737941352,0.001070788,-0.035588307,0.234395937,0.845664338,0.651284967,-5.64E-05,0.00411649,-0.089602578,0.594015842,0.967283489,0.088619297,-2.969927418,22.05940668,30.5281658,0.325654811,1.10E-05,-1.92E-05,-0.012056846,0.163358776,0.984836027
2,1,-0.15,1.13E-05,0.011894638,-0.244466526,1.25921206,0.960350421,0,0,0,0,1,0.002117869,-0.029461411,-0.035234445,1.087962447,0.943206014,9.50E-05,-0.001848517,0.008315245,0.004256886,0.474987225,0.548325216,-11.57800816,63.16798749,-32.70990715,0.566132555,-1.90E-07,1.49E-05,-0.000266167,0.001411314,0.956690355
2,1,-0.2,-7.82E-05,0.013948723,-0.257202024,1.263999365,0.957489669,1.45E-07,-2.97E-06,1.58E-05,-9.29E-06,0.111453899,0.002398567,-0.034328702,-0.016143734,1.085181474,0.917687786,0.000485933,-0.009789629,0.049805917,-0.018560043,0.145584628,0.613773597,-12.75250534,68.20948317,-34.47707255,0.477611602,-1.53E-06,4.16E-05,-0.000421884,0.001686554,0.921353627
2,1,-0.25,-0.000266513,0.018096216,-0.281362924,1.27147462,0.963348536,0,0,0,0,1,0.002785116,-0.040591841,0.004168049,1.096786152,0.841518816,6.86E-05,-0.001271603,0.00514666,0.004754634,0.474140842,0.785436903,-15.91207234,82.26262811,-38.28201491,0.284418982,8.96E-08,9.26E-06,-0.000226438,0.001244777,0.96462817
2,1,-0.3,-0.00051377,0.023347493,-0.310565357,1.28755323,0.940193402,0,0,0,0,1,0.002830772,-0.040978376,0.00176095,1.108512631,0.818621209,6.97E-05,-0.001278768,0.005077712,0.004839607,0.380151285,0.65056103,-13.08695275,66.80563263,-28.23565722,0.343921129,8.77E-08,8.75E-06,-0.000212458,0.001150862,0.950851074
2,1,-0.35,6.14E-05,0.010972339,-0.239861195,1.260272228,0.958032567,0,0,0,0,1,0.001939229,-0.026310862,-0.047919317,1.09100955,0.954122583,2.77E-05,-0.000521017,0.002056052,0.003213385,0.799970772,0.479327053,-10.24361324,56.67821195,-29.00271852,0.664246298,-6.80E-08,1.29E-05,-0.000243789,0.001218778,0.931944624
2,1,-0.4,-3.41E-05,0.012880033,-0.249980617,1.261986269,0.954710304,0,0,0,0,1,0.002153371,-0.029864473,-0.03516673,1.089802517,0.940082221,3.99E-05,-0.000765641,0.003305915,0.002551362,0.527506698,0.544757274,-11.42653548,61.84577729,-31.31973503,0.55488114,-4.34E-07,1.94E-05,-0.000272448,0.001289618,0.935125295
2,1.15,-0.130434783,-5.14E-05,0.013328379,-0.253213471,1.260812659,0.959079407,0,0,0,0,1,0.002330879,-0.032781953,-0.025116184,1.091102885,0.920095019,4.02E-05,-0.000750779,0.003024581,0.003326421,0.569546995,0.577440383,-11.94588689,63.51697983,-31.11166109,0.517227896,-1.54E-06,4.27E-05,-0.000419994,0.001568181,0.946838067
2,1.15,-0.173913043,1.57E-05,0.012029901,-0.246960307,1.253699044,0.971261843,-2.55E-07,5.51E-06,-3.49E-05,5.97E-05,0.539135691,0.002475297,-0.035072425,-0.018057074,1.094979163,0.895451194,6.65E-05,-0.001277913,0.00574131,0.001814412,0.295645403,0.583592871,-11.90404112,62.0546818,-28.39140251,0.49145925,-3.50E-06,8.52E-05,-0.000683653,0.001915461,0.864189259
2,1.15,-0.217391304,-4.18E-05,0.013358772,-0.255128183,1.256614993,0.972973109,0,0,0,0,1,0.002612291,-0.037310129,-0.010602686,1.098739495,0.869319535,0.000103425,-0.002026697,0.009649239,-0.000316646,0.214864895,0.670684765,-13.5844276,70.18697204,-31.88255736,0.3585077,-1.62E-06,4.30E-05,-0.000398264,0.001361701,0.921210012
2,1.15,-0.260869565,-0.000365037,0.020124635,-0.292072873,1.276947771,0.954193189,0,0,0,0,1,0.002699299,-0.038569159,-0.008064001,1.105845211,0.846500491,5.37E-05,-0.001003978,0.004179198,0.00307516,0.432908195,0.751622992,-15.17253241,78.07414335,-35.58240718,0.294904125,-2.86E-06,7.28E-05,-0.000619139,0.001852458,0.915504894
2,1.15,-0.304347826,-0.000828839,0.02979585,-0.343850951,1.301942693,0.958731191,0,0,0,0,1,0.000783381,-0.000798207,-0.19461659,1.175813689,0.935997575,1.45E-05,-0.000248434,0.000690009,0.002968451,0.82994199,0.332272761,-6.62424667,33.24344339,-10.77823868,0.649213827,-2.84E-07,1.12E-05,-0.000141522,0.000575846,0.950923346
2,1.15,-0.347826087,-0.000828171,0.030060388,-0.346857462,1.299936652,0.956423621,0,0,0,0,1,0.000865034,-0.00196612,-0.192234949,1.181061785,0.923944185,1.59E-05,-0.000271311,0.000776063,0.002956351,0.704634254,0.353077948,-6.984264172,34.66801405,-10.96143248,0.565737441,-1.41E-06,2.66E-05,-0.000170685,0.000568965,0.256049463
2,1.3,-0.115384615,-2.03E-05,0.012876887,-0.252423146,1.257300446,0.969830206,0,0,0,0,1,0.002654512,-0.038774515,0.001314854,1.084818822,0.880139044,0.00011183,-0.002072389,0.008420539,0.007270018,0.479331068,0.613622543,-12.5321615,65.41923847,-30.28712938,0.465555272,-7.60E-07,2.75E-05,-0.000347969,0.001513504,0.936963015
2,1.3,-0.153846154,-0.000893066,0.031313201,-0.353010277,1.300581371,0.956040706,0,0,0,0,1,0.000945384,-0.003140769,-0.189657417,1.186526614,0.908582917,2.22E-05,-0.000389956,0.001314099,0.002916564,0.560883079,0.369298041,-7.269935228,35.83583294,-11.02635594,0.501761258,-1.96E-06,4.66E-05,-0.000361736,0.000964866,0.859897438
2,1.3,-0.192307692,-0.00084204,0.030370009,-0.348666648,1.295904508,0.965308844,-2.62E-07,5.60E-06,-3.52E-05,5.97E-05,0.539318646,0.001014915,-0.004156319,-0.187529962,1.192673315,0.888721931,1.78E-05,-0.000299526,0.000824597,0.003223547,0.646248002,0.366532676,-7.172491216,35.00526129,-9.93556946,0.491933969,-9.23E-08,7.54E-06,-0.000126197,0.000592426,0.900619337
2,1.3,-0.230769231,-0.000811397,0.029853835,-0.346659371,1.292999853,0.970450799,0,0,0,0,1,0.001091486,-0.005316084,-0.184679892,1.198939605,0.864819849,1.86E-05,-0.000319859,0.000976354,0.002905589,0.536455081,0.352259852,-6.846328377,33.0017856,-8.111475781,0.486995438,-9.00E-07,2.38E-05,-0.000214936,0.000680465,0.825285997
2,1.3,-0.269230769,-0.00082013,0.030113323,-0.348534302,1.292451876,0.972051217,0,0,0,0,1,0.001189833,-0.006946184,-0.179201263,1.203968005,0.839195704,1.95E-05,-0.000331044,0.000981436,0.002995684,0.450517189,0.353420746,-6.83174874,32.61594209,-7.130416423,0.435743637,-4.02E-07,1.42E-05,-0.000163528,0.00061625,0.876060361
2,1.3,-0.307692308,-0.000826783,0.02982235,-0.344274137,1.304786173,0.956918267,0,0,0,0,1,0.000739973,-0.000200603,-0.195602663,1.173259718,0.941004026,7.55E-06,-0.000126113,0.000270214,0.002210133,0.788697202,0.318338324,-6.381757965,32.25635021,-10.50107522,0.692670857,-8.31E-07,2.35E-05,-0.00022293,0.000723312,0.943801854
3,1.5,-0.177777778,-0.000836704,0.030026211,-0.34524085,1.300988155,0.957040239,0,0,0,0,1,0.000814546,-0.001228419,-0.193859031,1.177798554,0.932255031,6.96E-06,-0.000118912,0.000266944,0.002181346,0.708483475,0.334725366,-6.654712409,33.25279206,-10.53911974,0.623356548,-1.94E-06,4.78E-05,-0.000381357,0.001022039,0.903963342
3,1.5,-0.222222222,-0.000890297,0.031159821,-0.351554223,1.301720602,0.952970645,0,0,0,0,1,0.000859017,-0.001738637,-0.194273786,1.183893112,0.92053983,1.08E-05,-0.000179925,0.000456107,0.00224478,0.74420543,0.348961959,-6.891865145,34.1113392,-10.46539236,0.557713708,-1.78E-07,9.79E-06,-0.000139204,0.000578406,0.971425731
3,1.5,-0.266666667,-0.000882269,0.031059377,-0.351465551,1.299408463,0.957456323,0,0,0,0,1,0.000912739,-0.002450118,-0.193531585,1.189512922,0.906715957,1.18E-05,-0.000196667,0.000499735,0.002392173,0.678696536,0.356985513,-7.014886479,34.45540026,-10.13403455,0.518837676,-5.99E-07,1.79E-05,-0.000182256,0.000639703,0.908978696
3,1.5,-0.311111111,-0.000820134,0.029889743,-0.345939564,1.294275652,0.966652592,0,0,0,0,1,0.000960428,-0.003085413,-0.192898702,1.195408142,0.890230238,1.31E-05,-0.000223703,0.000673468,0.002024915,0.643442561,0.35194851,-6.877288979,33.45928608,-9.020826391,0.51089049,-3.62E-07,1.32E-05,-0.000156788,0.00061217,0.938021782
3,1.5,-0.355555556,-0.000787593,0.029327235,-0.343652689,1.291387763,0.971444365,-2.62E-07,5.60E-06,-3.52E-05,5.97E-05,0.539318646,0.001006395,-0.003687387,-0.192449178,1.201704183,0.872233687,1.16E-05,-0.000195274,0.00052102,0.002252691,0.588868134,0.343309038,-6.669224689,32.10671538,-7.65369454,0.494293236,-4.10E-07,1.34E-05,-0.000149545,0.000567831,0.917121413
3,1.5,-0.4,-0.000122163,0.015227857,-0.266802774,1.263824981,0.969587104,-2.54E-07,5.49E-06,-3.48E-05,5.97E-05,0.539261997,0.002914052,-0.043394731,0.020334637,1.084298181,0.835247856,0.000152631,-0.002856035,0.012159735,0.005996308,0.294569778,0.784874377,-15.92254167,82.48826829,-38.74805309,0.294244224,-1.97E-06,5.19E-05,-0.000484689,0.001698514,0.921990149
3,1.75,-0.152380952,-0.000839267,0.030133322,-0.346226961,1.308446094,0.954150249,0,0,0,0,1,0.000715572,8.95E-05,-0.19551282,1.170894178,0.944637872,6.54E-06,-0.000107255,0.000233548,0.001643279,0.847294973,0.308262194,-6.212039368,31.61653786,-10.3591855,0.723887438,-6.93E-07,2.15E-05,-0.000216802,0.000738271,0.909911125
3,1.75,-0.19047619,-0.000909951,0.031212189,-0.349692751,1.306403962,0.955537983,0,0,0,0,1,0.000766436,-0.000518487,-0.195587953,1.175709801,0.937473823,6.67E-06,-0.000108811,0.000226174,0.001708044,0.84969568,0.321598804,-6.421701443,32.28272078,-10.25856343,0.664875016,-2.56E-06,5.25E-05,-0.000326111,0.000737794,0.391981507
3,1.75,-0.228571429,-0.000875344,0.030793911,-0.349168961,1.302335469,0.953816447,0,0,0,0,1,0.000817454,-0.001169707,-0.19511638,1.180408915,0.928770179,7.37E-06,-0.000122112,0.000296389,0.00162436,0.782195571,0.335212288,-6.647831862,33.08926013,-10.2464457,0.607235963,-5.01E-07,1.61E-05,-0.000173452,0.000624834,0.9728518
3,1.75,-0.266666667,-0.00091109,0.031579295,-0.353738158,1.302606677,0.951275227,0,0,0,0,1,0.00084743,-0.001434107,-0.196430471,1.186330528,0.918112138,7.96E-06,-0.000132667,0.000340905,0.001591952,0.743812948,0.344315702,-6.788628244,33.50093004,-9.984243573,0.55939158,-3.27E-07,1.22E-05,-0.000147823,0.000583357,0.955839895
3,1.75,-0.304761905,-0.000867845,0.030758065,-0.349828255,1.298299117,0.959164494,0,0,0,0,1,0.000886114,-0.001895698,-0.1965719,1.191686286,0.906085212,6.37E-06,-9.63E-05,8.69E-05,0.002120866,0.719854928,0.34710962,-6.811615801,33.36497768,-9.437446102,0.53353073,-1.22E-06,3.00E-05,-0.000250837,0.000756178,0.90691232
3,1.75,-0.342857143,-0.000808184,0.029624772,-0.344403434,1.293431265,0.967614432,0,0,0,0,1,0.000917655,-0.002255494,-0.196968182,1.197269061,0.892567621,7.98E-06,-0.000129427,0.000291233,0.001725148,0.656707786,0.342418966,-6.68487195,32.45601728,-8.430052763,0.522597121,-2.55E-07,1.03E-05,-0.000129243,0.000530195,0.916659816
3,2,-0.133333333,-0.001585749,0.045238631,-0.424254133,1.335492551,0.945559168,0,0,0,0,1,-0.000258558,0.019372425,-0.291760325,1.204495211,0.944685593,1.03E-06,-1.10E-05,-0.000125104,0.001579139,0.30975789,0.201722846,-3.969972189,19.28064462,-2.841724145,0.727004803,-1.06E-06,2.69E-05,-0.00022213,0.000608454,0.94587002
3,2,-0.166666667,-0.001475395,0.042908946,-0.411286881,1.320932504,0.95946825,0,0,0,0,1,-0.000199985,0.018727423,-0.292670978,1.211738647,0.938338156,3.98E-06,-5.63E-05,-2.45E-05,0.001750656,0.864341753,0.212608897,-4.134884117,19.72487327,-2.554125413,0.65551849,-2.82E-07,1.04E-05,-0.000119071,0.000422706,0.943691094
3,2,-0.2,-0.001408712,0.04159052,-0.404475225,1.311869724,0.967057563,-2.60E-07,5.57E-06,-3.51E-05,5.97E-05,0.539203189,-0.000170416,0.018594664,-0.295601653,1.220826795,0.927919703,4.70E-06,-6.60E-05,-2.14E-05,0.001905744,0.847241598,0.219922742,-4.239654253,19.93999357,-2.10007816,0.582785873,-8.77E-07,2.27E-05,-0.000186927,0.00048891,0.946346807
3,2,-0.233333333,-0.00142643,0.041990882,-0.406675477,1.308955929,0.967505434,0,0,0,0,1,-0.000150645,0.018555934,-0.298455501,1.230091991,0.914258675,3.78E-06,-4.83E-05,-0.000104468,0.001893871,0.799475111,0.226301035,-4.332743906,20.13943244,-1.594827766,0.504777471,-3.67E-07,1.12E-05,-0.00010982,0.000341657,0.961057742
3,2,-0.266666667,-0.000589556,0.024938294,-0.319287203,1.293241488,0.933377207,1.55E-07,-3.04E-06,1.50E-05,-5.95E-06,0.117149176,0.003034845,-0.045217154,0.024751878,1.093249649,0.809121235,0.000245873,-0.004687597,0.021237847,0.00210697,0.187965256,0.725966053,-14.6430863,75.14146207,-33.300526,0.306154715,4.21E-07,7.67E-07,-0.000163475,0.001134107,0.920505401
3,2,-0.3,-0.001507802,0.043684175,-0.41564276,1.310226495,0.963246101,0,0,0,0,1,-0.000132556,0.018519929,-0.301125602,1.239501394,0.897947719,4.53E-06,-6.10E-05,-5.73E-05,0.001898477,0.719649617,0.237256268,-4.522010797,20.8613048,-1.349302548,0.427912153,-1.77E-06,4.15E-05,-0.000305053,0.000693752,0.828034878
4,2,-0.125,-0.001593447,0.045509425,-0.425621378,1.31280032,0.957887078,0,0,0,0,1,-0.000133815,0.018857285,-0.305653111,1.25035584,0.877496844,3.66E-06,-4.80E-05,-0.000121913,0.002192025,0.630548453,0.244706137,-4.649488406,21.33173575,-1.095003751,0.385222556,-2.04E-07,6.97E-06,-8.16E-05,0.000326862,0.698518506
4,2,-0.1875,-0.001608653,0.045828324,-0.428106148,1.341049546,0.940550974,0,0,0,0,1,-0.000263977,0.019318112,-0.290207122,1.201706291,0.947474874,1.89E-06,-2.56E-05,-3.96E-05,0.001047974,0.854139754,0.197614526,-3.908038221,19.11483891,-2.930238479,0.751815656,-4.12E-07,1.26E-05,-0.000126155,0.000412401,0.941954675
4,2,-0.25,-0.001543274,0.044302355,-0.418597806,1.328960642,0.952066412,0,0,0,0,1,-0.000221014,0.018887613,-0.291414958,1.207678435,0.942768775,1.97E-06,-2.71E-05,-4.13E-05,0.001099192,0.822324657,0.205575994,-4.02123485,19.3569942,-2.633102661,0.69340777,-1.96E-06,4.48E-05,-0.000319009,0.000722683,0.8408911
4,2,-0.3125,-0.00145077,0.042398417,-0.408477809,1.317758119,0.962031887,0,0,0,0,1,-0.000195191,0.018780103,-0.294051658,1.214845823,0.93573297,1.52E-06,-1.80E-05,-9.45E-05,0.001208245,0.785160587,0.212498731,-4.120893618,19.56179043,-2.311925799,0.638438781,-5.31E-07,1.52E-05,-0.000140773,0.000422825,0.940631668
4,2,-0.375,-0.001416287,0.041721674,-0.404962355,1.311570442,0.96636988,0,0,0,0,1,-0.000183456,0.018880029,-0.297294887,1.222436901,0.926609836,2.71E-06,-3.80E-05,-1.62E-05,0.001124855,0.81560882,0.21679114,-4.174244541,19.58114562,-1.853005039,0.578133664,-6.41E-07,1.72E-05,-0.000148088,0.000407348,0.935260609
4,2,-0.4375,-0.001443951,0.042299535,-0.40794785,1.309641213,0.965423002,0,0,0,0,1,-0.000188073,0.019238257,-0.301449764,1.230778151,0.915326555,2.85E-06,-4.08E-05,6.76E-06,0.001039164,0.738118536,0.221263665,-4.236195512,19.67741193,-1.418518827,0.514305021,-1.38E-06,3.34E-05,-0.000253857,0.000602245,0.926953092
4,2.5,-0.1,-0.001514394,0.04376195,-0.415682694,1.310729939,0.960563805,0,0,0,0,1,-0.000194506,0.019637774,-0.305831193,1.239254904,0.902409425,2.43E-06,-3.18E-05,-4.47E-05,0.001059936,0.724491186,0.226872585,-4.324720605,19.93596172,-1.082735183,0.457198538,-7.90E-07,2.00E-05,-0.000162714,0.000422444,0.905172757
4,2.5,-0.15,-0.001579197,0.045323268,-0.426069945,1.342467744,0.942049503,0,0,0,0,1,-0.000247136,0.01895167,-0.287733427,1.199365174,0.949477739,1.70E-06,-2.39E-05,-1.03E-08,0.000709986,0.777016882,0.196426243,-3.892551011,19.13343157,-3.076919278,0.765757923,-3.13E-07,1.09E-05,-0.000120677,0.000421655,0.926578118
4,2.5,-0.2,-0.001586897,0.045217337,-0.423799105,1.334734198,0.945047865,0,0,0,0,1,-0.000208152,0.018525804,-0.28845444,1.203937561,0.945959995,-5.68E-07,1.68E-05,-0.000187058,0.000904516,0.356726322,0.20429745,-4.011120387,19.43999656,-2.925612415,0.725870197,-3.13E-07,1.09E-05,-0.000120677,0.000421655,0.926578118
4,2.5,-0.25,-0.000394627,0.021130938,-0.300424931,1.280956559,0.954974913,1.55E-07,-3.04E-06,1.50E-05,-5.95E-06,0.117149176,0.003058674,-0.045065335,0.018646403,1.110010829,0.778087843,0.000234614,-0.004475473,0.020353296,0.001358439,0.174917171,0.550882149,-11.00033737,55.39591779,-20.71072694,0.425408357,-4.13E-06,0.000100117,-0.000796027,0.002177126,0.816262943
4,2.5,-0.3,-0.00150444,0.043474176,-0.414092825,1.324103496,0.955694281,0,0,0,0,1,-0.000187567,0.018475311,-0.291115313,1.209953218,0.940771259,9.25E-07,-1.16E-05,-6.16E-05,0.000850279,0.598174411,0.209743557,-4.081000179,19.50538653,-2.584484511,0.677444233,-3.45E-07,1.01E-05,-9.69E-05,0.000302694,0.906503462
4,2.5,-0.35,-0.001449539,0.042348903,-0.40802478,1.316542933,0.962771261,0,0,0,0,1,-0.00018361,0.018686702,-0.294497048,1.216588691,0.933906854,1.83E-06,-2.49E-05,-2.29E-05,0.000817157,0.801644425,0.213959426,-4.133982999,19.53607842,-2.222469853,0.628727786,-5.82E-07,1.51E-05,-0.000123972,0.000318418,0.92993958
4,3,-0.083333333,-0.001432903,0.04202942,-0.406357594,1.312074282,0.965439408,0,0,0,0,1,-0.000180127,0.018901778,-0.297896705,1.223310106,0.925938645,2.20E-06,-3.31E-05,3.21E-05,0.000699755,0.786155836,0.216927969,-4.16658685,19.49435555,-1.808548219,0.578142317,-5.82E-07,1.51E-05,-0.000123972,0.000318418,0.92993958
4,3,-0.125,-0.00146431,0.042675041,-0.409675361,1.310818037,0.963750369,0,0,0,0,1,-0.000190954,0.019369736,-0.302388386,1.230630466,0.916696463,1.88E-06,-2.49E-05,-3.37E-05,0.000846286,0.749367624,0.219415049,-4.192959795,19.4432361,-1.380117543,0.526250557,-4.33E-07,1.21E-05,-0.000108038,0.000309104,0.915500684
4,3,-0.166666667,-0.002028907,0.054016702,-0.467293512,1.340880252,0.950440872,0,0,0,0,1,-0.000931524,0.032322151,-0.352856654,1.213868942,0.945506908,1.62E-06,-1.32E-05,-0.00019028,0.001627871,0.824468874,0.138993611,-2.691218759,12.56977032,0.55911467,0.700769659,-4.10E-07,1.19E-05,-0.000112861,0.00035233,0.925868486
4,3,-0.208333333,-0.002015902,0.053587281,-0.4638143,1.332548375,0.951582961,0,0,0,0,1,-0.000907996,0.032189301,-0.354675018,1.219210288,0.943488239,-1.17E-06,4.40E-05,-0.000506067,0.002115086,0.47877543,0.143911824,-2.762517915,12.72712552,0.738282387,0.667974891,-3.09E-07,9.39E-06,-9.30E-05,0.000298619,0.895804341
4,3,-0.25,-0.002030322,0.053712089,-0.463193023,1.326968041,0.950639334,0,0,0,0,1,-0.000872138,0.031779163,-0.355188122,1.22352949,0.940868126,1.43E-06,-8.75E-06,-0.000249236,0.001889021,0.779386764,0.147458022,-2.810667701,12.79624626,0.991798852,0.625493388,-5.36E-07,1.22E-05,-9.01E-05,0.000242984,0.605610291
4,3,-0.291666667,-0.002014589,0.053507886,-0.462739498,1.322916273,0.950110784,0,0,0,0,1,-0.000871751,0.032011408,-0.35838084,1.229887753,0.936141623,5.63E-06,-0.000101343,0.000321187,0.001153412,0.515026655,0.150723817,-2.854705437,12.85474159,1.272257618,0.577831213,-6.76E-07,1.59E-05,-0.00011988,0.000300687,0.848832132
